file_name,measurement_name,value,number_of_threads,adaptive,model
data_benchmark_scaling/df1h.raw,Static compression time,26556,1,0,0
data_benchmark_scaling/df1hvx.raw,Static compression time,19434,1,0,0
data_benchmark_scaling/df1v.raw,Static compression time,12099,1,0,0
data_benchmark_scaling/hd01.raw,Static compression time,18425,1,0,0
data_benchmark_scaling/hd02.raw,Static compression time,18224,1,0,0
data_benchmark_scaling/hd07.raw,Static compression time,23852,1,0,0
data_benchmark_scaling/hd08.raw,Static compression time,21516,1,0,0
data_benchmark_scaling/hd09.raw,Static compression time,28838,1,0,0
data_benchmark_scaling/hd12.raw,Static compression time,23646,1,0,0
data_benchmark_scaling/nk01.raw,Static compression time,24549,1,0,0
data_benchmark_scaling/df1h.raw,Static compression time,13661,2,0,0
data_benchmark_scaling/df1hvx.raw,Static compression time,9961,2,0,0
data_benchmark_scaling/df1v.raw,Static compression time,6201,2,0,0
data_benchmark_scaling/hd01.raw,Static compression time,9401,2,0,0
data_benchmark_scaling/hd02.raw,Static compression time,9449,2,0,0
data_benchmark_scaling/hd07.raw,Static compression time,12320,2,0,0
data_benchmark_scaling/hd08.raw,Static compression time,11145,2,0,0
data_benchmark_scaling/hd09.raw,Static compression time,15028,2,0,0
data_benchmark_scaling/hd12.raw,Static compression time,12402,2,0,0
data_benchmark_scaling/nk01.raw,Static compression time,12838,2,0,0
data_benchmark_scaling/df1h.raw,Static compression time,7107,4,0,0
data_benchmark_scaling/df1hvx.raw,Static compression time,5150,4,0,0
data_benchmark_scaling/df1v.raw,Static compression time,3133,4,0,0
data_benchmark_scaling/hd01.raw,Static compression time,5506,4,0,0
data_benchmark_scaling/hd02.raw,Static compression time,5154,4,0,0
data_benchmark_scaling/hd07.raw,Static compression time,6379,4,0,0
data_benchmark_scaling/hd08.raw,Static compression time,5940,4,0,0
data_benchmark_scaling/hd09.raw,Static compression time,7857,4,0,0
data_benchmark_scaling/hd12.raw,Static compression time,6334,4,0,0
data_benchmark_scaling/nk01.raw,Static compression time,6614,4,0,0
data_benchmark_scaling/df1h.raw,Static compression time,4037,8,0,0
data_benchmark_scaling/df1hvx.raw,Static compression time,2757,8,0,0
data_benchmark_scaling/df1v.raw,Static compression time,1763,8,0,0
data_benchmark_scaling/hd01.raw,Static compression time,2780,8,0,0
data_benchmark_scaling/hd02.raw,Static compression time,2972,8,0,0
data_benchmark_scaling/hd07.raw,Static compression time,3538,8,0,0
data_benchmark_scaling/hd08.raw,Static compression time,3327,8,0,0
data_benchmark_scaling/hd09.raw,Static compression time,4357,8,0,0
data_benchmark_scaling/hd12.raw,Static compression time,3722,8,0,0
data_benchmark_scaling/nk01.raw,Static compression time,3458,8,0,0
data_benchmark_scaling/df1h.raw,Static compression time,2170,16,0,0
data_benchmark_scaling/df1hvx.raw,Static compression time,1418,16,0,0
data_benchmark_scaling/df1v.raw,Static compression time,968,16,0,0
data_benchmark_scaling/hd01.raw,Static compression time,1706,16,0,0
data_benchmark_scaling/hd02.raw,Static compression time,1418,16,0,0
data_benchmark_scaling/hd07.raw,Static compression time,1915,16,0,0
data_benchmark_scaling/hd08.raw,Static compression time,2081,16,0,0
data_benchmark_scaling/hd09.raw,Static compression time,2321,16,0,0
data_benchmark_scaling/hd12.raw,Static compression time,2137,16,0,0
data_benchmark_scaling/nk01.raw,Static compression time,1832,16,0,0
data_benchmark_scaling/df1h.raw,Static compression time,4803,32,0,0
data_benchmark_scaling/df1hvx.raw,Static compression time,2728,32,0,0
data_benchmark_scaling/df1v.raw,Static compression time,2125,32,0,0
data_benchmark_scaling/hd01.raw,Static compression time,2454,32,0,0
data_benchmark_scaling/hd02.raw,Static compression time,3818,32,0,0
data_benchmark_scaling/hd07.raw,Static compression time,3373,32,0,0
data_benchmark_scaling/hd08.raw,Static compression time,3521,32,0,0
data_benchmark_scaling/hd09.raw,Static compression time,5572,32,0,0
data_benchmark_scaling/hd12.raw,Static compression time,4126,32,0,0
data_benchmark_scaling/nk01.raw,Static compression time,3743,32,0,0
data_benchmark_scaling/df1h.raw,Adaptive compression time,42211,1,1,0
data_benchmark_scaling/df1hvx.raw,Adaptive compression time,46517,1,1,0
data_benchmark_scaling/df1v.raw,Adaptive compression time,45598,1,1,0
data_benchmark_scaling/hd01.raw,Adaptive compression time,47690,1,1,0
data_benchmark_scaling/hd02.raw,Adaptive compression time,47628,1,1,0
data_benchmark_scaling/hd07.raw,Adaptive compression time,52590,1,1,0
data_benchmark_scaling/hd08.raw,Adaptive compression time,50428,1,1,0
data_benchmark_scaling/hd09.raw,Adaptive compression time,56660,1,1,0
data_benchmark_scaling/hd12.raw,Adaptive compression time,52444,1,1,0
data_benchmark_scaling/nk01.raw,Adaptive compression time,53744,1,1,0
data_benchmark_scaling/df1h.raw,Adaptive compression time,22411,2,1,0
data_benchmark_scaling/df1hvx.raw,Adaptive compression time,23579,2,1,0
data_benchmark_scaling/df1v.raw,Adaptive compression time,23130,2,1,0
data_benchmark_scaling/hd01.raw,Adaptive compression time,24461,2,1,0
data_benchmark_scaling/hd02.raw,Adaptive compression time,24250,2,1,0
data_benchmark_scaling/hd07.raw,Adaptive compression time,26968,2,1,0
data_benchmark_scaling/hd08.raw,Adaptive compression time,26284,2,1,0
data_benchmark_scaling/hd09.raw,Adaptive compression time,30333,2,1,0
data_benchmark_scaling/hd12.raw,Adaptive compression time,26791,2,1,0
data_benchmark_scaling/nk01.raw,Adaptive compression time,27066,2,1,0
data_benchmark_scaling/df1h.raw,Adaptive compression time,11113,4,1,0
data_benchmark_scaling/df1hvx.raw,Adaptive compression time,11896,4,1,0
data_benchmark_scaling/df1v.raw,Adaptive compression time,11713,4,1,0
data_benchmark_scaling/hd01.raw,Adaptive compression time,12398,4,1,0
data_benchmark_scaling/hd02.raw,Adaptive compression time,12214,4,1,0
data_benchmark_scaling/hd07.raw,Adaptive compression time,14114,4,1,0
data_benchmark_scaling/hd08.raw,Adaptive compression time,13281,4,1,0
data_benchmark_scaling/hd09.raw,Adaptive compression time,15315,4,1,0
data_benchmark_scaling/hd12.raw,Adaptive compression time,14233,4,1,0
data_benchmark_scaling/nk01.raw,Adaptive compression time,13969,4,1,0
data_benchmark_scaling/df1h.raw,Adaptive compression time,5773,8,1,0
data_benchmark_scaling/df1hvx.raw,Adaptive compression time,6170,8,1,0
data_benchmark_scaling/df1v.raw,Adaptive compression time,6106,8,1,0
data_benchmark_scaling/hd01.raw,Adaptive compression time,6397,8,1,0
data_benchmark_scaling/hd02.raw,Adaptive compression time,6383,8,1,0
data_benchmark_scaling/hd07.raw,Adaptive compression time,7232,8,1,0
data_benchmark_scaling/hd08.raw,Adaptive compression time,7035,8,1,0
data_benchmark_scaling/hd09.raw,Adaptive compression time,8164,8,1,0
data_benchmark_scaling/hd12.raw,Adaptive compression time,7361,8,1,0
data_benchmark_scaling/nk01.raw,Adaptive compression time,7205,8,1,0
data_benchmark_scaling/df1h.raw,Adaptive compression time,2857,16,1,0
data_benchmark_scaling/df1hvx.raw,Adaptive compression time,3225,16,1,0
data_benchmark_scaling/df1v.raw,Adaptive compression time,3194,16,1,0
data_benchmark_scaling/hd01.raw,Adaptive compression time,3374,16,1,0
data_benchmark_scaling/hd02.raw,Adaptive compression time,3400,16,1,0
data_benchmark_scaling/hd07.raw,Adaptive compression time,3987,16,1,0
data_benchmark_scaling/hd08.raw,Adaptive compression time,3577,16,1,0
