file_name,measurement_name,value,number_of_threads,adaptive,model
compressed_files/df1hvx.raw,Static decompression time,67988,1,0,0
compressed_files/df1v.raw,Static decompression time,4160,1,0,0
compressed_files/hd01.raw,Static decompression time,50975,1,0,0
compressed_files/hd02.raw,Static decompression time,49209,1,0,0
compressed_files/hd07.raw,Static decompression time,86233,1,0,0
compressed_files/hd08.raw,Static decompression time,68387,1,0,0
compressed_files/hd09.raw,Static decompression time,115735,1,0,0
compressed_files/hd12.raw,Static decompression time,87806,1,0,0
compressed_files/nk01.raw,Static decompression time,115138,1,0,0
compressed_files/df1hvx.raw,Static decompression time,33851,2,0,0
compressed_files/df1v.raw,Static decompression time,1984,2,0,0
compressed_files/hd01.raw,Static decompression time,25381,2,0,0
compressed_files/hd02.raw,Static decompression time,24558,2,0,0
compressed_files/hd07.raw,Static decompression time,43212,2,0,0
compressed_files/hd08.raw,Static decompression time,34164,2,0,0
compressed_files/hd09.raw,Static decompression time,58246,2,0,0
compressed_files/hd12.raw,Static decompression time,43937,2,0,0
compressed_files/nk01.raw,Static decompression time,57732,2,0,0
compressed_files/df1hvx.raw,Static decompression time,17012,4,0,0
compressed_files/df1v.raw,Static decompression time,1030,4,0,0
compressed_files/hd01.raw,Static decompression time,12736,4,0,0
compressed_files/hd02.raw,Static decompression time,12356,4,0,0
compressed_files/hd07.raw,Static decompression time,21643,4,0,0
compressed_files/hd08.raw,Static decompression time,17159,4,0,0
compressed_files/hd09.raw,Static decompression time,29139,4,0,0
compressed_files/hd12.raw,Static decompression time,22018,4,0,0
compressed_files/nk01.raw,Static decompression time,28912,4,0,0
compressed_files/df1hvx.raw,Static decompression time,8550,8,0,0
compressed_files/df1v.raw,Static decompression time,678,8,0,0
compressed_files/hd01.raw,Static decompression time,6449,8,0,0
compressed_files/hd02.raw,Static decompression time,6263,8,0,0
compressed_files/hd07.raw,Static decompression time,10895,8,0,0
compressed_files/hd08.raw,Static decompression time,8640,8,0,0
compressed_files/hd09.raw,Static decompression time,14675,8,0,0
compressed_files/hd12.raw,Static decompression time,11046,8,0,0
compressed_files/nk01.raw,Static decompression time,14507,8,0,0
compressed_files/df1hvx.raw,Static decompression time,4368,16,0,0
compressed_files/df1v.raw,Static decompression time,499,16,0,0
compressed_files/hd01.raw,Static decompression time,3295,16,0,0
compressed_files/hd02.raw,Static decompression time,3218,16,0,0
compressed_files/hd07.raw,Static decompression time,5545,16,0,0
compressed_files/hd08.raw,Static decompression time,4404,16,0,0
compressed_files/hd09.raw,Static decompression time,7416,16,0,0
compressed_files/hd12.raw,Static decompression time,5621,16,0,0
compressed_files/nk01.raw,Static decompression time,7379,16,0,0
compressed_files/df1hvx.raw,Static decompression time,8771,32,0,0
compressed_files/df1v.raw,Static decompression time,1678,32,0,0
compressed_files/hd01.raw,Static decompression time,11291,32,0,0
compressed_files/hd02.raw,Static decompression time,3985,32,0,0
compressed_files/hd07.raw,Static decompression time,11327,32,0,0
compressed_files/hd08.raw,Static decompression time,8819,32,0,0
compressed_files/hd09.raw,Static decompression time,14781,32,0,0
compressed_files/hd12.raw,Static decompression time,8990,32,0,0
compressed_files/nk01.raw,Static decompression time,7419,32,0,0
compressed_files/df1h.raw,Adaptive decompression time,40683,1,1,0
compressed_files/df1hvx.raw,Adaptive decompression time,62461,1,1,0
compressed_files/df1v.raw,Adaptive decompression time,39185,1,1,0
compressed_files/hd01.raw,Adaptive decompression time,59759,1,1,0
compressed_files/hd02.raw,Adaptive decompression time,57882,1,1,0
compressed_files/hd07.raw,Adaptive decompression time,94116,1,1,0
compressed_files/hd08.raw,Adaptive decompression time,75401,1,1,0
compressed_files/hd09.raw,Adaptive decompression time,121951,1,1,0
compressed_files/hd12.raw,Adaptive decompression time,94598,1,1,0
compressed_files/nk01.raw,Adaptive decompression time,124186,1,1,0
compressed_files/df1h.raw,Adaptive decompression time,26745,2,1,0
compressed_files/df1hvx.raw,Adaptive decompression time,37552,2,1,0
compressed_files/df1v.raw,Adaptive decompression time,25958,2,1,0
compressed_files/hd01.raw,Adaptive decompression time,36156,2,1,0
compressed_files/hd02.raw,Adaptive decompression time,35234,2,1,0
compressed_files/hd07.raw,Adaptive decompression time,53230,2,1,0
compressed_files/hd08.raw,Adaptive decompression time,43919,2,1,0
compressed_files/hd09.raw,Adaptive decompression time,66826,2,1,0
compressed_files/hd12.raw,Adaptive decompression time,53059,2,1,0
compressed_files/nk01.raw,Adaptive decompression time,68055,2,1,0
compressed_files/df1h.raw,Adaptive decompression time,22104,4,1,0
compressed_files/df1hvx.raw,Adaptive decompression time,29139,4,1,0
compressed_files/df1v.raw,Adaptive decompression time,26424,4,1,0
compressed_files/hd01.raw,Adaptive decompression time,29518,4,1,0
compressed_files/hd02.raw,Adaptive decompression time,28037,4,1,0
compressed_files/hd07.raw,Adaptive decompression time,37242,4,1,0
compressed_files/hd08.raw,Adaptive decompression time,32460,4,1,0
compressed_files/hd09.raw,Adaptive decompression time,43010,4,1,0
compressed_files/hd12.raw,Adaptive decompression time,36864,4,1,0
compressed_files/nk01.raw,Adaptive decompression time,49177,4,1,0
compressed_files/df1h.raw,Adaptive decompression time,18934,8,1,0
compressed_files/df1hvx.raw,Adaptive decompression time,25438,8,1,0
compressed_files/df1v.raw,Adaptive decompression time,39182,8,1,0
compressed_files/hd01.raw,Adaptive decompression time,35895,8,1,0
compressed_files/hd02.raw,Adaptive decompression time,28344,8,1,0
compressed_files/hd07.raw,Adaptive decompression time,27333,8,1,0
compressed_files/hd08.raw,Adaptive decompression time,25404,8,1,0
compressed_files/hd09.raw,Adaptive decompression time,29667,8,1,0
compressed_files/hd12.raw,Adaptive decompression time,27186,8,1,0
compressed_files/nk01.raw,Adaptive decompression time,49858,8,1,0
compressed_files/df1h.raw,Adaptive decompression time,20250,16,1,0
compressed_files/df1hvx.raw,Adaptive decompression time,49613,16,1,0
compressed_files/df1v.raw,Adaptive decompression time,51101,16,1,0
compressed_files/hd01.raw,Adaptive decompression time,51193,16,1,0
compressed_files/hd02.raw,Adaptive decompression time,49716,16,1,0
compressed_files/hd07.raw,Adaptive decompression time,63458,16,1,0
compressed_files/hd08.raw,Adaptive decompression time,49411,16,1,0
compressed_files/hd09.raw,Adaptive decompression time,32102,16,1,0
compressed_files/hd12.raw,Adaptive decompression time,51325,16,1,0
compressed_files/nk01.raw,Adaptive decompression time,54540,16,1,0
compressed_files/df1h.raw,Adaptive decompression time,42854,32,1,0
compressed_files/df1hvx.raw,Adaptive decompression time,136581,32,1,0
compressed_files/df1v.raw,Adaptive decompression time,73256,32,1,0
compressed_files/hd01.raw,Adaptive decompression time,41163,32,1,0
compressed_files/hd02.raw,Adaptive decompression time,67311,32,1,0
compressed_files/hd07.raw,Adaptive decompression time,69452,32,1,0
compressed_files/hd08.raw,Adaptive decompression time,54014,32,1,0
compressed_files/hd09.raw,Adaptive decompression time,122785,32,1,0
compressed_files/hd12.raw,Adaptive decompression time,68261,32,1,0
compressed_files/nk01.raw,Adaptive decompression time,91542,32,1,0
compressed_files/df1h.raw,Static decompression with model time,10262,1,0,1
compressed_files/df1hvx.raw,Static decompression with model time,46289,1,0,1
compressed_files/df1v.raw,Static decompression with model time,9889,1,0,1
compressed_files/hd01.raw,Static decompression with model time,56005,1,0,1
