file_name,measurement_name,value,number_of_threads,adaptive,model
data_benchmark_scaling/df1h.raw,Static compression time,1814,1,0,0
data_benchmark_scaling/df1hvx.raw,Static compression time,1329,1,0,0
data_benchmark_scaling/df1v.raw,Static compression time,846,1,0,0
data_benchmark_scaling/hd01.raw,Static compression time,1294,1,0,0
data_benchmark_scaling/hd02.raw,Static compression time,1334,1,0,0
data_benchmark_scaling/hd07.raw,Static compression time,1644,1,0,0
data_benchmark_scaling/hd08.raw,Static compression time,1536,1,0,0
data_benchmark_scaling/hd09.raw,Static compression time,1937,1,0,0
data_benchmark_scaling/hd12.raw,Static compression time,1663,1,0,0
data_benchmark_scaling/nk01.raw,Static compression time,1707,1,0,0
data_benchmark_scaling/df1h.raw,Static compression time,1021,2,0,0
data_benchmark_scaling/df1hvx.raw,Static compression time,757,2,0,0
data_benchmark_scaling/df1v.raw,Static compression time,456,2,0,0
data_benchmark_scaling/hd01.raw,Static compression time,735,2,0,0
data_benchmark_scaling/hd02.raw,Static compression time,737,2,0,0
data_benchmark_scaling/hd07.raw,Static compression time,920,2,0,0
data_benchmark_scaling/hd08.raw,Static compression time,903,2,0,0
data_benchmark_scaling/hd09.raw,Static compression time,1097,2,0,0
data_benchmark_scaling/hd12.raw,Static compression time,971,2,0,0
data_benchmark_scaling/nk01.raw,Static compression time,929,2,0,0
data_benchmark_scaling/df1h.raw,Static compression time,575,4,0,0
data_benchmark_scaling/df1hvx.raw,Static compression time,408,4,0,0
data_benchmark_scaling/df1v.raw,Static compression time,276,4,0,0
data_benchmark_scaling/hd01.raw,Static compression time,449,4,0,0
data_benchmark_scaling/hd02.raw,Static compression time,455,4,0,0
data_benchmark_scaling/hd07.raw,Static compression time,499,4,0,0
data_benchmark_scaling/hd08.raw,Static compression time,499,4,0,0
data_benchmark_scaling/hd09.raw,Static compression time,612,4,0,0
data_benchmark_scaling/hd12.raw,Static compression time,535,4,0,0
data_benchmark_scaling/nk01.raw,Static compression time,508,4,0,0
data_benchmark_scaling/df1h.raw,Static compression time,320,8,0,0
